CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_1673275184	0	0.0	819	5	1	Unknown
Application_860647055	0	9400.0	997	52	1	Remainingdebthome
Application_1093539525	0	3000.0	1119	10	1	Other,seeexplanation
Application_1341977225	0	5800.0	839	34	2	Existingloantakeover
Application_1523180723	0	12500.0	848	3	1	Existingloantakeover
Application_1448406365	0	15000.0	741	2	1	Homeimprovement
Application_1090494093	2	15000.0	0	14	2	Other,seeexplanation
Application_412469024	0	7000.0	898	2914	7	Existingloantakeover
Application_588974536	1	5000.0	0	18	1	Car
Application_1235452194	0	25000.0	0	5	1	Homeimprovement
Application_804440029	2	15000.0	0	745	1	Homeimprovement
Application_370462966	0	50000.0	948	21	1	Unknown
Application_54222699	0	31400.0	861	23	1	Homeimprovement
Application_691577864	0	7500.0	778	199	1	Homeimprovement
Application_260763961	0	35000.0	875	289	2	Homeimprovement
Application_1396767238	0	50000.0	981	57	1	Homeimprovement
Application_583595029	2	10000.0	0	838	2	Notspeficied
Application_908080813	2	23750.0	0	41	2	Existingloantakeover
Application_276983363	0	5000.0	1027	80	1	Extraspendinglimit
Application_421123534	0	10000.0	821	21	1	Homeimprovement
Application_770746649	0	15000.0	688	2	1	Existingloantakeover
Application_54912177	1	10000.0	0	72	1	Homeimprovement
Application_1047503332	2	16000.0	0	1	1	Notspeficied
Application_857963863	1	12500.0	0	42	1	Extraspendinglimit
Application_1220926209	1	27000.0	0	2915	2	Homeimprovement
Application_1848656425	2	40000.0	0	30	1	Homeimprovement
Application_2121853033	0	17500.0	969	6	1	Car
Application_446638965	0	17000.0	902	2916	4	Other,seeexplanation
Application_768133720	0	24000.0	958	6	1	Notspeficied
Application_628812952	2	50000.0	0	1	1	Homeimprovement
Application_311809965	0	0.0	0	12	1	Homeimprovement
Application_627866500	0	25000.0	830	73	1	Homeimprovement
Application_1011007304	0	0.0	0	107	1	Unknown
Application_1327029049	0	13000.0	868	8	1	Homeimprovement
Application_1450602472	1	19500.0	0	18	1	Existingloantakeover
Application_1362016551	0	20000.0	986	29	1	Car
Application_2095302847	0	10000.0	872	2	1	Other,seeexplanation
Application_1769746148	2	42000.0	0	1	1	Remainingdebthome
Application_415612242	0	10500.0	630	58	2	Car
Application_515525098	0	20000.0	1000	3	1	Car
Application_1813457526	0	0.0	0	5	1	Car
Application_1463894255	0	42500.0	741	321	2	Car
Application_1889143047	0	15000.0	1028	2	1	Car
Application_1516451949	2	25000.0	0	88	1	Remainingdebthome
Application_1950355058	2	5000.0	0	1	1	Car
Application_1882149827	0	65000.0	982	2917	2	Other,seeexplanation
Application_1970637517	1	10000.0	0	145	1	Car
Application_1431961130	2	0.0	0	4	1	Unknown
Application_263987552	0	25000.0	836	51	2	Existingloantakeover
Application_1396903396	0	5000.0	1073	6	1	Car
Application_638063372	2	25000.0	0	30	1	Car
Application_448566806	0	25000.0	981	26	1	Caravan/Camper
Application_1890348834	0	15000.0	979	2918	1	Car
Application_295469559	0	6200.0	867	28	2	Existingloantakeover
Application_476669244	0	10000.0	0	5	1	Extraspendinglimit
Application_1011752493	0	25000.0	960	2919	2	Other,seeexplanation
Application_1193108149	0	17000.0	730	103	1	Unknown
Application_512143990	0	7000.0	923	128	1	Existingloantakeover
Application_10985218	2	12500.0	0	1	1	Car
Application_212416636	0	40000.0	923	2920	2	Existingloantakeover
Application_1545822476	1	0.0	0	42	1	Other,seeexplanation
Application_865163975	0	15000.0	1038	15	1	Homeimprovement
Application_2110373693	2	0.0	0	13	1	Unknown
Application_1181352932	0	25000.0	928	21	1	Car
Application_571349771	0	8800.0	1006	2921	2	Homeimprovement
Application_1606801839	0	15000.0	977	17	1	Existingloantakeover
Application_323834896	2	9000.0	0	19	2	Other,seeexplanation
Application_1830266455	0	30000.0	931	3	1	Car
Application_380005410	0	10000.0	821	2	1	Homeimprovement
Application_946448170	0	15000.0	967	6	1	Homeimprovement
Application_1578564148	2	25000.0	0	1	1	Car
Application_1632068742	2	21000.0	0	1	1	Existingloantakeover
Application_1897182857	0	16500.0	985	58	2	Remainingdebthome
Application_418293974	2	40000.0	0	2922	3	Homeimprovement
Application_330063928	1	5000.0	0	18	1	Car
Application_655578777	2	30000.0	0	1	1	Car
Application_1325128339	2	5000.0	0	1	1	Car
Application_1101767212	2	15000.0	0	14	2	Homeimprovement
Application_1767214179	0	22500.0	707	2923	1	Notspeficied
Application_1747365230	0	5000.0	1061	6	1	Car
Application_1831903360	2	0.0	0	4	1	Unknown
Application_2104928520	0	17500.0	1039	6	1	Other,seeexplanation
Application_1250249721	2	30000.0	0	13	1	Car
Application_1473444748	2	60000.0	0	152	1	Existingloantakeover
Application_2037184992	2	15000.0	0	14	2	Car
Application_1182809003	1	5000.0	0	459	2	Car
Application_1876413877	2	35000.0	0	14	2	Other,seeexplanation
Application_511892202	0	55000.0	916	51	2	Existingloantakeover
Application_1971720427	0	12000.0	654	478	1	Car
Application_1463444664	2	15000.0	0	13	1	Homeimprovement
Application_1366815086	2	0.0	0	33	2	Existingloantakeover
Application_1554699906	1	15000.0	0	2924	1	Notspeficied
Application_918691873	0	15000.0	853	22	1	Existingloantakeover
Application_1365141583	2	5000.0	0	1	1	Motorcycle
Application_175654750	0	6000.0	821	6	1	Other,seeexplanation
Application_326292262	0	20000.0	917	15	1	Other,seeexplanation
Application_1768376088	1	5000.0	0	18	1	Existingloantakeover
Application_1190669233	0	8000.0	1001	6	1	Notspeficied
Application_1144404640	0	25000.0	0	5	1	Car
Application_1632351206	2	10000.0	0	64	1	Notspeficied
Application_1897903037	0	15000.0	925	2925	3	Remainingdebthome
Application_602588986	2	6000.0	0	4	1	Existingloantakeover
Application_108955082	1	40000.0	0	1008	2	Remainingdebthome
Application_249195025	0	35000.0	868	2926	2	Homeimprovement
Application_70148612	0	17000.0	945	5	1	Homeimprovement
Application_650133925	2	0.0	0	425	1	Existingloantakeover
Application_1320037210	2	10000.0	0	391	2	Car
Application_1226970446	0	25000.0	817	2927	4	Existingloantakeover
Application_1677642158	2	0.0	0	33	2	Unknown
Application_1766362722	0	15000.0	1033	15	1	Homeimprovement
Application_132943325	2	16000.0	0	1	1	Other,seeexplanation
Application_509114641	0	21000.0	914	2928	3	Existingloantakeover
Application_313929011	1	40000.0	0	2929	2	Homeimprovement
Application_1593164638	1	6000.0	0	18	1	Car
Application_921755768	2	0.0	0	74	1	Unknown
Application_1995780082	0	70000.0	936	321	2	Other,seeexplanation
Application_1836306254	0	0.0	794	2930	3	Existingloantakeover
Application_1006019928	0	15000.0	1034	8	1	Existingloantakeover
Application_388300809	0	18500.0	837	8	1	Homeimprovement
Application_41644567	0	0.0	0	5	1	Homeimprovement
Application_1041331103	2	25000.0	0	13	1	Homeimprovement
Application_573632045	2	43000.0	0	1	1	Homeimprovement
Application_1817060785	2	18000.0	0	1	1	Existingloantakeover
Application_1474342117	2	8000.0	0	4	1	Car
Application_535652479	0	15000.0	1048	6	1	Homeimprovement
Application_28837634	0	10000.0	713	6	1	Homeimprovement
Application_312298657	2	0.0	0	4	1	Unknown
Application_717602014	1	10000.0	0	1039	1	Existingloantakeover
Application_1657226114	2	25000.0	0	1	1	Car
Application_1097199430	0	35000.0	926	32	1	Remainingdebthome
Application_2118276750	2	10000.0	0	4	1	Homeimprovement
Application_1101782393	2	10000.0	0	4	1	Homeimprovement
Application_1401968034	2	17500.0	0	1	1	Existingloantakeover
Application_1990663544	0	30000.0	962	2931	2	Homeimprovement
Application_371760584	2	5000.0	0	27	2	Homeimprovement
Application_1412762838	0	0.0	983	998	3	Car
Application_817804326	2	75000.0	0	1	1	Existingloantakeover
Application_46821340	1	20000.0	0	100	1	Existingloantakeover
Application_1773623165	0	12000.0	953	6	1	Existingloantakeover
Application_2123753772	2	25000.0	0	267	2	Homeimprovement
Application_572940418	2	0.0	0	4	1	Unknown
Application_3734556	1	6000.0	0	2932	1	Extraspendinglimit
Application_1004573204	2	26000.0	0	13	1	Car
Application_68069959	1	10000.0	0	38	1	Homeimprovement
Application_720973336	2	15000.0	0	322	2	Unknown
Application_2146875573	2	75000.0	0	709	2	Homeimprovement
Application_932083099	0	68000.0	965	3	1	Other,seeexplanation
Application_68371585	2	5000.0	0	1	1	Notspeficied
Application_365271199	1	40000.0	0	100	1	Homeimprovement
Application_511847282	1	75000.0	0	59	2	Other,seeexplanation
Application_2135984446	0	30000.0	819	8	1	Homeimprovement
Application_322435054	0	20000.0	890	2933	3	Car
Application_1211152120	2	5000.0	0	1	1	Homeimprovement
Application_137496053	0	35000.0	0	5	1	Car
Application_945320792	0	32000.0	979	8	1	Homeimprovement
Application_325914570	0	15000.0	985	2	1	Car
Application_1254506843	0	30000.0	0	244	1	Car
Application_1441265030	0	15000.0	922	164	2	Other,seeexplanation
Application_1433822964	1	17500.0	0	277	1	Homeimprovement
Application_1082382924	0	10000.0	1039	15	1	Car
Application_895133487	0	50000.0	840	67	2	Existingloantakeover
Application_562494659	0	30000.0	908	11	1	Other,seeexplanation
Application_1215293683	2	9400.0	0	30	1	Other,seeexplanation
Application_724450804	0	0.0	871	81	2	Unknown
Application_1913156155	0	22000.0	1001	58	2	Other,seeexplanation
Application_1438469301	0	10000.0	868	2	1	Homeimprovement
Application_2136362552	0	50000.0	838	298	2	Homeimprovement
Application_932773012	2	5000.0	0	386	2	Other,seeexplanation
Application_1389251993	2	15000.0	0	1	1	Car
Application_708961211	2	10000.0	0	7	1	Homeimprovement
Application_365520945	2	16000.0	0	97	2	Car
Application_293636946	2	15000.0	0	110	3	Car
Application_540335769	1	5000.0	0	920	1	Other,seeexplanation
Application_1381211592	0	25000.0	881	3	1	Other,seeexplanation
Application_2105844282	0	31000.0	1015	2	1	Car
Application_577440815	2	5000.0	0	1	1	Car
Application_1232675650	1	12500.0	0	38	1	Car
Application_137308830	0	7500.0	945	685	1	Homeimprovement
Application_77596883	0	9000.0	706	48	1	Car
Application_638406911	2	5000.0	0	1	1	Homeimprovement
Application_33741688	0	17500.0	908	3	1	Homeimprovement
Application_361779811	0	15000.0	903	26	1	Homeimprovement
Application_2010921173	0	30000.0	0	5	1	Other,seeexplanation
Application_2053742759	1	19500.0	0	109	1	Existingloantakeover
Application_725980834	0	10000.0	830	130	1	Remainingdebthome
Application_409817673	2	5000.0	0	14	2	Car
Application_347971146	2	0.0	0	4	1	Unknown
Application_1619405802	0	25000.0	961	6	1	Extraspendinglimit
Application_140293758	0	10000.0	1056	8	1	Other,seeexplanation
Application_860729268	0	15000.0	925	5	1	Homeimprovement
Application_1163352152	0	5000.0	932	2	1	Car
Application_1609962521	0	10000.0	933	35	1	Car
Application_1124552532	0	0.0	0	12	1	Car
Application_1979878718	0	10000.0	916	5	1	Homeimprovement
Application_1347543773	2	10000.0	0	1	1	Car
Application_1126753818	0	30000.0	1001	39	1	Homeimprovement
Application_536370272	0	20000.0	931	84	2	Car
Application_1349767449	2	0.0	0	4	1	Unknown
Application_1735954744	0	15000.0	958	3	1	Homeimprovement
Application_1289320651	0	15000.0	915	29	1	Car
Application_1160628757	2	20000.0	0	62	1	Car
Application_714048937	0	0.0	1022	21	1	Unknown
Application_221002088	0	13000.0	944	103	1	Car
Application_519098687	2	0.0	0	2934	2	Homeimprovement
Application_574451800	0	13000.0	989	6	1	Car
Application_140097264	2	15000.0	0	1	1	Car
Application_74867820	2	6000.0	0	1	1	Homeimprovement
Application_506735875	0	10000.0	844	3	1	Car
Application_1158107162	0	23000.0	911	2935	1	Notspeficied
Application_834373531	2	7500.0	0	1	1	Car
Application_1522033603	0	15000.0	952	23	1	Car
Application_1701335858	0	17150.0	814	6	1	Car
Application_1882408870	1	15000.0	0	24	1	Notspeficied
Application_1519740042	0	28000.0	728	756	3	Existingloantakeover
Application_744234304	0	15000.0	896	2936	1	Homeimprovement
Application_521099293	0	26067.0	790	48	1	Existingloantakeover
Application_112753720	2	6000.0	0	1	1	Car
Application_1723979616	2	9000.0	0	1	1	Car
Application_1210438588	0	10000.0	984	40	2	Car
Application_1854809720	0	20000.0	1018	2937	3	Homeimprovement
Application_1306084558	1	5000.0	0	9	1	Homeimprovement
Application_509929372	0	10000.0	785	35	1	Existingloantakeover
Application_6748555	1	5000.0	0	9	1	Motorcycle
Application_223448092	0	19000.0	811	32	1	Existingloantakeover
Application_1701822296	0	5000.0	886	17	1	Homeimprovement
Application_1352291197	2	10000.0	0	16	1	Car
Application_2040518787	2	10000.0	0	2938	3	Extraspendinglimit
Application_108869739	1	5000.0	0	44	1	Taxpayments
Application_1297566347	2	5000.0	0	162	1	Homeimprovement
Application_649116957	2	5000.0	0	1	1	Car
Application_1667006798	0	15000.0	904	2939	2	Homeimprovement
Application_98002498	0	15000.0	858	6	1	Existingloantakeover
Application_965781874	2	25000.0	0	1	1	Notspeficied
Application_1180553525	1	25000.0	0	9	1	Other,seeexplanation
Application_1871334144	2	30000.0	0	1	1	Notspeficied
Application_1124781985	1	9000.0	0	9	1	Car
Application_211056567	0	15000.0	850	36	2	Other,seeexplanation
Application_1179460470	0	38000.0	868	17	1	Remainingdebthome
Application_2060281140	0	75000.0	820	524	2	Other,seeexplanation
Application_1870536747	0	15000.0	956	34	2	Homeimprovement
Application_1681111593	0	5000.0	790	6	1	Homeimprovement
Application_774882106	2	6000.0	0	1	1	Car
Application_1647108674	2	16000.0	0	63	1	Remainingdebthome
Application_1708378848	0	30000.0	1006	15	1	Homeimprovement
Application_1087708979	0	30000.0	827	2	1	Existingloantakeover
Application_1848712574	0	15000.0	796	47	1	Existingloantakeover
Application_774738402	0	6000.0	892	35	1	Homeimprovement
Application_984330666	0	20000.0	853	2	1	Existingloantakeover
Application_1346739478	0	30000.0	923	15	1	Existingloantakeover
Application_363059077	1	7000.0	0	9	1	Car
Application_462427556	1	11000.0	0	119	1	Homeimprovement
Application_1339376290	0	10000.0	1022	232	2	Homeimprovement
Application_40074824	2	15000.0	0	45	2	Car
Application_470129222	2	5000.0	0	1	1	Homeimprovement
Application_246889043	2	30000.0	0	1	1	Remainingdebthome
Application_1472239801	0	6000.0	973	6	1	Car
Application_1883135349	0	8000.0	752	28	2	Caravan/Camper
Application_1984835147	0	6500.0	853	6	1	Existingloantakeover
Application_1129687959	0	27500.0	811	25	1	Homeimprovement
Application_1877861285	2	40000.0	0	1	1	Existingloantakeover
Application_1228547579	2	35000.0	0	19	2	Remainingdebthome
Application_1063923348	2	15000.0	0	1	1	Car
Application_495083838	0	25000.0	1011	15	1	Homeimprovement
Application_18655268	2	5000.0	0	7	1	Homeimprovement
Application_1197758803	2	65000.0	0	19	2	Other,seeexplanation
Application_1203079611	2	15000.0	0	7	1	Homeimprovement
Application_1040604584	1	7000.0	0	18	1	Notspeficied
Application_197488628	2	10000.0	0	16	1	Car
Application_657864612	0	15000.0	914	2940	3	Homeimprovement
Application_542785925	1	17500.0	0	2941	3	Homeimprovement
Application_902255800	0	10000.0	972	34	2	Notspeficied
Application_884274551	2	10000.0	0	16	1	Homeimprovement
Application_897705279	0	10000.0	1019	2	1	Car
Application_159425596	1	25000.0	0	46	1	Car
Application_1980562800	2	5000.0	0	1	1	Homeimprovement
Application_1588082560	0	27500.0	842	2942	2	Existingloantakeover
Application_866301279	1	5000.0	0	24	1	Existingloantakeover
Application_2071829046	1	20000.0	0	79	1	Notspeficied
Application_1388384713	0	15000.0	979	3	1	Caravan/Camper
Application_1715862186	0	25000.0	896	2	1	Car
Application_1496406596	2	30000.0	0	1	1	Homeimprovement
Application_211519316	2	6000.0	0	1	1	Homeimprovement
Application_146419141	0	26000.0	983	721	2	Homeimprovement
Application_528305897	2	10000.0	0	2943	3	Homeimprovement
Application_1285192268	0	20000.0	862	3	1	Existingloantakeover
Application_1062351159	2	8000.0	0	1	1	Homeimprovement
Application_1637171414	2	5000.0	0	1	1	Car
Application_545953547	0	0.0	881	5	1	Unknown
Application_735297648	2	73000.0	0	45	2	Notspeficied
Application_153741460	2	7000.0	0	1	1	Car
Application_22120112	0	38000.0	0	77	1	Other,seeexplanation
Application_774280556	1	5000.0	0	112	2	Homeimprovement
Application_724478163	0	5000.0	928	40	2	Car
Application_71938863	2	10000.0	0	311	2	Car
Application_1583568442	1	15000.0	0	9	1	Homeimprovement
Application_1110178163	0	15000.0	659	29	1	Motorcycle
Application_28181572	2	18000.0	0	2944	2	Caravan/Camper
Application_565969012	0	13200.0	856	22	1	Existingloantakeover
Application_351213512	2	17000.0	0	4	1	Car
Application_916799923	0	25000.0	789	191	1	Extraspendinglimit
Application_1037036263	2	22000.0	0	1	1	Other,seeexplanation
Application_1224579942	1	5000.0	0	2945	3	Other,seeexplanation
Application_2118729783	2	33000.0	0	1	1	Car
Application_629086442	2	0.0	0	62	1	Car
Application_131798866	1	20000.0	0	2946	2	Other,seeexplanation
Application_1768638676	1	0.0	0	42	1	Other,seeexplanation
Application_1410637717	2	5000.0	0	7	1	Car
Application_1322261455	2	44800.0	0	33	2	Existingloantakeover
Application_1700302939	0	17250.0	856	11	1	Homeimprovement
Application_870359052	0	27000.0	940	11	1	Car
Application_1964128665	0	60000.0	877	138	2	Homeimprovement
Application_1836313442	2	75000.0	0	515	2	Homeimprovement
Application_1204519976	0	7500.0	1030	2	1	Car
Application_1023419627	1	15500.0	0	38	1	Existingloantakeover
Application_1326914842	0	15000.0	1010	151	1	Homeimprovement
Application_1780521136	0	10750.0	687	2947	1	Car
Application_1455226092	0	12000.0	1133	21	1	Car
Application_2084907175	0	25000.0	844	2948	2	Existingloantakeover
